epoch,acc,loss,lr,val_acc,val_loss
60,0.9197999835014343,0.24616841971874237,0.005,0.782800018787384,0.8465601801872253
61,0.9204999804496765,0.24880200624465942,0.005,0.7836999893188477,0.844749391078949
62,0.9210399985313416,0.24487051367759705,0.005,0.7835999727249146,0.8480029106140137
63,0.9191200137138367,0.24755558371543884,0.005,0.7838000059127808,0.8482038378715515
64,0.9200599789619446,0.24765434861183167,0.005,0.7824000120162964,0.846860945224762
65,0.921459972858429,0.24245093762874603,0.005,0.7839000225067139,0.8475906252861023
66,0.9200000166893005,0.2454671412706375,0.005,0.7836999893188477,0.8485317230224609
67,0.9211400151252747,0.24790404736995697,0.005,0.7825999855995178,0.847938597202301
68,0.9202799797058105,0.24431222677230835,0.005,0.7835000157356262,0.8483678698539734
69,0.9224399924278259,0.24007706344127655,0.005,0.7839999794960022,0.847224235534668
70,0.9214000105857849,0.2472778856754303,0.005,0.7825999855995178,0.8479716777801514
71,0.9235399961471558,0.2423563301563263,0.005,0.7832000255584717,0.848656177520752
72,0.9205999970436096,0.24533945322036743,0.005,0.7827000021934509,0.8482509851455688
73,0.9233599901199341,0.2407095730304718,0.005,0.7825000286102295,0.8501176834106445
74,0.9212200045585632,0.2461605817079544,0.005,0.782800018787384,0.84940505027771
75,0.9238799810409546,0.23504890501499176,0.005,0.7842000126838684,0.8515930771827698
76,0.9228399991989136,0.2374901920557022,0.005,0.7838000059127808,0.8521058559417725
77,0.9229199886322021,0.23609808087348938,0.005,0.7838000059127808,0.8533551692962646
78,0.9233400225639343,0.23966892063617706,0.005,0.7827000021934509,0.8535379767417908
79,0.9202399849891663,0.24420171976089478,0.005,0.7835999727249146,0.8520376682281494
80,0.924239993095398,0.23471659421920776,0.001,0.7828999757766724,0.8515099883079529
81,0.9239599704742432,0.23347938060760498,0.001,0.782800018787384,0.852186918258667
82,0.924560010433197,0.23337328433990479,0.001,0.7832000255584717,0.8526406288146973
83,0.9224399924278259,0.23949426412582397,0.001,0.7832000255584717,0.853065550327301
84,0.9240800142288208,0.23812896013259888,0.001,0.7842000126838684,0.8529300689697266
85,0.9237599968910217,0.23709991574287415,0.001,0.7843000292778015,0.8532731533050537
86,0.9254800081253052,0.23166897892951965,0.001,0.7842000126838684,0.8533090949058533
87,0.9263799786567688,0.23047643899917603,0.001,0.7838000059127808,0.8533359169960022
88,0.9251599907875061,0.2349267452955246,0.001,0.7842000126838684,0.8531345725059509
89,0.9248800277709961,0.23708567023277283,0.001,0.784500002861023,0.8535061478614807
90,0.9224799871444702,0.23900958895683289,0.001,0.7842000126838684,0.8541057705879211
91,0.923039972782135,0.2395022213459015,0.001,0.784500002861023,0.8539589047431946
92,0.9237599968910217,0.23530323803424835,0.001,0.7839999794960022,0.8538525104522705
93,0.923520028591156,0.23772244155406952,0.001,0.7842000126838684,0.854063093662262
94,0.922819972038269,0.2372860312461853,0.001,0.7838000059127808,0.8542177677154541
95,0.9224600195884705,0.24064265191555023,0.001,0.7840999960899353,0.8533613085746765
96,0.9227799773216248,0.23908105492591858,0.001,0.7847999930381775,0.853812038898468
97,0.926580011844635,0.22742398083209991,0.001,0.784500002861023,0.853766918182373
98,0.9246799945831299,0.23605027794837952,0.001,0.7843000292778015,0.8547253608703613
99,0.9246199727058411,0.23690366744995117,0.001,0.7839000225067139,0.8545570373535156
