epoch,acc,loss,lr,val_acc,val_loss
0,0.7519000172615051,0.7607117891311646,0.1,0.8808000087738037,0.35604366660118103
1,0.8604999780654907,0.4019682705402374,0.1,0.9031000137329102,0.28677210211753845
2,0.881600022315979,0.34118062257766724,0.1,0.9143999814987183,0.24882902204990387
3,0.8901399970054626,0.3119717240333557,0.1,0.920199990272522,0.22840066254138947
4,0.8986799716949463,0.2882911264896393,0.1,0.9241999983787537,0.22413207590579987
5,0.9061599969863892,0.2663963735103607,0.1,0.9276999831199646,0.20668935775756836
6,0.9131799936294556,0.2516169846057892,0.1,0.9311000108718872,0.2013181447982788
7,0.9192600250244141,0.23097313940525055,0.1,0.9312000274658203,0.20071743428707123
8,0.9207599759101868,0.226105198264122,0.1,0.9336000084877014,0.19444070756435394
9,0.9250199794769287,0.21064066886901855,0.1,0.9333999752998352,0.19450339674949646
10,0.9279800057411194,0.20379787683486938,0.1,0.9343000054359436,0.19165489077568054
11,0.9320999979972839,0.18901342153549194,0.1,0.9330000281333923,0.1959252655506134
12,0.9331200122833252,0.18596355617046356,0.1,0.9368000030517578,0.19144463539123535
13,0.9384199976921082,0.17190034687519073,0.1,0.9351999759674072,0.1959720253944397
14,0.9384599924087524,0.171284019947052,0.1,0.9376000165939331,0.19164104759693146
15,0.943340003490448,0.1604100614786148,0.01,0.9380999803543091,0.18913421034812927
16,0.9444199800491333,0.15492336452007294,0.01,0.9386000037193298,0.1882917881011963
17,0.9455599784851074,0.15633100271224976,0.01,0.9398999810218811,0.18728439509868622
18,0.9460999965667725,0.15048564970493317,0.01,0.9394999742507935,0.18722359836101532
19,0.94896000623703,0.14448578655719757,0.01,0.9409999847412109,0.18723922967910767
20,0.9481199979782104,0.14551310241222382,0.01,0.9401999711990356,0.18745587766170502
21,0.949679970741272,0.1432299017906189,0.01,0.9402999877929688,0.18679150938987732
22,0.9477199912071228,0.14633668959140778,0.01,0.9409999847412109,0.18629780411720276
23,0.9473199844360352,0.1471189707517624,0.01,0.940500020980835,0.18614506721496582
24,0.9476199746131897,0.14646628499031067,0.01,0.9398000240325928,0.18645285069942474
25,0.9498199820518494,0.1431611329317093,0.01,0.9401000142097473,0.18736869096755981
26,0.9499199986457825,0.14150072634220123,0.01,0.9412999749183655,0.18658673763275146
27,0.9488000273704529,0.14238448441028595,0.01,0.9402999877929688,0.1876288652420044
28,0.9510999917984009,0.13966646790504456,0.01,0.9409000277519226,0.1869652271270752
29,0.9496399760246277,0.13824571669101715,0.01,0.9401999711990356,0.18697069585323334
30,0.9513599872589111,0.13719268143177032,0.005,0.940500020980835,0.18754656612873077
31,0.9526000022888184,0.13521651923656464,0.005,0.9409000277519226,0.18741375207901
32,0.9513000249862671,0.13588041067123413,0.005,0.940500020980835,0.1868550181388855
33,0.9517599940299988,0.13560636341571808,0.005,0.9409000277519226,0.18750117719173431
34,0.9507399797439575,0.13673904538154602,0.005,0.9409999847412109,0.18757010996341705
35,0.9517199993133545,0.13643206655979156,0.005,0.9408000111579895,0.1878323256969452
36,0.9525600075721741,0.13593558967113495,0.005,0.9413999915122986,0.18736359477043152
37,0.9526000022888184,0.1321377158164978,0.005,0.941100001335144,0.18773430585861206
38,0.9538999795913696,0.13119001686573029,0.005,0.9402999877929688,0.18733641505241394
39,0.9508000016212463,0.13709455728530884,0.005,0.9406999945640564,0.1880096197128296
40,0.9540600180625916,0.13036975264549255,0.001,0.941100001335144,0.1878734529018402
41,0.9528999924659729,0.13185285031795502,0.001,0.940500020980835,0.18802595138549805
42,0.9526200294494629,0.13300558924674988,0.001,0.940500020980835,0.1879396140575409
43,0.9536399841308594,0.13061195611953735,0.001,0.9406999945640564,0.18788664042949677
44,0.953719973564148,0.1317673921585083,0.001,0.9406999945640564,0.1878831833600998
45,0.952019989490509,0.13484327495098114,0.001,0.9404000043869019,0.18788184225559235
46,0.9526200294494629,0.13216227293014526,0.001,0.9405999779701233,0.18794721364974976
47,0.9531199932098389,0.13087259232997894,0.001,0.9412000179290771,0.18792152404785156
48,0.9526200294494629,0.13306868076324463,0.001,0.9412999749183655,0.18769992887973785
49,0.9518200159072876,0.1345982402563095,0.001,0.9412999749183655,0.1878388524055481
